Name,Value,Type
cb1_v0,"1920.00, 1080.00, 0.00, 0.00",float4
cb1_v1,"1920.00, 1080.00, 0.00, 0.00",float4
cb1_v2,"0.00052, 0.00093, 0.00052, 0.00093",float4
