Name,Value,Type
cb1_v0,"1.00, 0.00, 0.00, 0.00",float4
cb1_v1,"10000.00, 0.00, 0.00, 3.00",float4
cb1_v2,"4.20390E-45, 1.40130E-45, 0.00, 0.00",float4
cb1_v3,"0.00, 0.00, 0.00, 0.00",float4
cb1_v4,"3.00, 2.84192, 2.54062, 0.00",float4
cb1_v5,"0.17639, 0.26592, 0.94772, 1.00",float4
cb1_v6,"0.17639, 0.26592, 0.94772, 0.02618",float4
cb1_v7,"0.00, 0.00, 0.00, 0.00",float4
