Name,Value,Type
cb3_v0,"0.00, 6.86636E-44, 1.40130E-45, 2.28692E-41",float4
cb3_v1,"4.20390E-44, 2.38221E-44, 4.48416E-44, 4.48416E-44",float4
cb3_v2,"8.40779E-45, 0.00, 0.00, 0.00",float4
cb3_v3,"0.00403, 0.92145, 4.05, 0.00",float4
