Name,Value,Type
cb4_v0,"0.00, 0.00, 0.00, 0.00",float4
cb4_v1,"0.00, 0.00, 0.00, 0.00",float4
cb4_v2,"1.00, 1.00, 3.00, 5.00",float4
cb4_v3,"0.34, 0.00, 0.18595, 1.00",float4
