Name,Value,Type
cb2_v0,"0.00, 350.00, 150.00, 315.00",float4
cb2_v1,"15.00, 1.50, 0.00, 1.00",float4
cb2_v2,"2800.00, 0.00, 0.00, 0.00",float4
cb2_v3,"0.00, 0.00, 0.00, 0.00",float4
cb2_v4,"-3349.29199, -16303.49805, 413.75311, 1.00",float4
